ID TYPE SIZE LAST_MODIFIED_DATE LAST_MODIFIED_TIME #SUB-FILES TOTAL_SUB-FILES #SUB-FOLDERS TOTAL_SUB-FOLDERS CHECKSUM PATH
resources-human-voice FOLDER 17264375 2023-05-17 13:22 3 198 1 7 - resources-human-voice
resources-human-voice_1 FOLDER 17253916 2023-05-17 13:22 0 195 1 6 - resources-human-voice/sounds
resources-human-voice_1_1 FOLDER 17253916 2023-05-17 13:22 0 195 1 5 - resources-human-voice/sounds/Karoryfer-Lecolds
resources-human-voice_1_1_1 FOLDER 17253916 2023-05-17 13:22 4 195 4 4 - resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks
resources-human-voice_1_1_1_1 FOLDER 2350906 2023-05-17 12:54 96 96 0 0 - resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants
resources-human-voice_1_1_1_1_1 FILE 11536 2021-06-11 11:33 - - - - 2b09ec73da2c0d39b763609cf0e0f294bb6ba94d7fe6ede6ae77d99b7835934c resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/b_rr1.wav
resources-human-voice_1_1_1_1_2 FILE 12286 2021-06-11 11:33 - - - - f9fa5bc1e263cd75738494264bebbf6135d28eb1b50ddfe27624c537695caf6d resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/b_rr2.wav
resources-human-voice_1_1_1_1_3 FILE 10290 2021-06-11 11:33 - - - - 343d7912ab3c3e27ae9a819530e78447ecf1fa8665ab5e35e6295ce296dd7f1f resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/b_rr3.wav
resources-human-voice_1_1_1_1_4 FILE 9814 2021-06-11 11:33 - - - - c706b56864326c4b231ce792162700bad7105a8b5e85e901022a74883debbd4c resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/b_rr4.wav
resources-human-voice_1_1_1_1_5 FILE 32832 2021-06-11 11:33 - - - - b4ae300517ca4fd193ad331c5f31e71cf9ee4e08de66ac93198bf359964a7da2 resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/ch_rr1.wav
resources-human-voice_1_1_1_1_6 FILE 28800 2021-06-11 11:33 - - - - 323d20638c657b209c5944a5414c4b043efd994f0e4ce5d1bd055472f6a0bbcb resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/ch_rr2.wav
resources-human-voice_1_1_1_1_7 FILE 26356 2021-06-11 11:33 - - - - c1b92d398fa04c96afcc84ba6ad0fcca3379c71ad8ca68a8e3e5cb7cf98ea008 resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/ch_rr3.wav
resources-human-voice_1_1_1_1_8 FILE 26866 2021-06-11 11:33 - - - - 26ea8e9cef16986cbf632daf6ac972740d936091bf17529a30eb12353b564e8b resources-human-voice/sounds/Karoryfer-Lecolds/Merry-Orks/consonants/ch_rr4.wav
